x,y,z,Bx,By,Bz
-1.1,-0.4,1.4,24.238000000000003,0.609,-17.877
-1.1,-0.4,1.5,25.813000000000002,0.585,-17.864
-1.1,-0.3,-1.5,-20.905,0.87,-17.405
-1.1,-0.3,-1.4,-19.46,0.816,-17.579
-1.1,-0.3,-1.3,-17.851,0.7709999999999999,-17.581
-1.1,-0.3,-1.2,-16.329,0.799,-17.623
-1.1,-0.3,-1.1,-14.793,0.746,-17.697
-1.1,-0.3,-1.0,-13.255,0.779,-17.738
-1.1,-0.3,-0.9,-11.65,0.7829999999999999,-17.727
-1.1,-0.3,-0.8,-10.126,0.731,-17.782
-1.1,-0.3,-0.7,-8.525,0.748,-17.745
-1.1,-0.3,-0.6,-6.945,0.758,-17.78
-1.1,-0.3,-0.5,-5.374,0.746,-17.808
-1.1,-0.3,-0.4,-3.84,0.71,-17.873
-1.1,-0.3,-0.3,-2.276,0.743,-17.849
-1.1,-0.3,-0.2,-0.654,0.7490000000000001,-17.873
-1.1,-0.3,-0.1,0.892,0.747,-17.825
-1.1,-0.3,0.0,2.463,0.708,-17.861
-1.1,-0.3,0.1,4.048,0.669,-17.88
-1.1,-0.3,0.2,5.614,0.721,-17.872
-1.1,-0.3,0.3,7.207000000000001,0.73,-17.949
-1.1,-0.3,0.4,8.684,0.6859999999999999,-17.936
-1.1,-0.3,0.5,10.323,0.6629999999999999,-17.902
-1.1,-0.3,0.6,11.909,0.665,-17.915
-1.1,-0.3,0.7,13.448,0.6940000000000001,-17.92
-1.1,-0.3,0.8,14.997,0.619,-17.945
-1.1,-0.3,0.9,16.54,0.599,-17.887
-1.1,-0.3,1.0,18.085,0.593,-17.945
-1.1,-0.3,1.1,19.641,0.608,-17.95
-1.1,-0.3,1.2,21.151999999999997,0.561,-17.92
-1.1,-0.3,1.3,22.74,0.627,-17.937
-1.1,-0.3,1.4,24.285,0.618,-17.88
-1.1,-0.3,1.5,25.834,0.622,-17.881
-1.1,-0.2,-1.5,-20.863000000000003,0.835,-17.413
-1.1,-0.2,-1.4,-19.447,0.821,-17.539
-1.1,-0.2,-1.3,-17.87,0.77,-17.601
-1.1,-0.2,-1.2,-16.289,0.7709999999999999,-17.672
-1.1,-0.2,-1.1,-14.76,0.7440000000000001,-17.692999999999998
-1.1,-0.2,-1.0,-13.19,0.748,-17.692999999999998
-1.1,-0.2,-0.9,-11.647,0.825,-17.744
-1.1,-0.2,-0.8,-10.044,0.769,-17.745
-1.1,-0.2,-0.7,-8.502,0.792,-17.775
-1.1,-0.2,-0.6,-6.954,0.7340000000000001,-17.799
-1.1,-0.2,-0.5,-5.372000000000001,0.78,-17.784000000000002
-1.1,-0.2,-0.4,-3.7969999999999997,0.722,-17.83
-1.1,-0.2,-0.3,-2.2230000000000003,0.764,-17.784000000000002
-1.1,-0.2,-0.2,-0.65,0.706,-17.805999999999997
-1.1,-0.2,-0.1,0.9329999999999999,0.677,-17.836
-1.1,-0.2,0.0,2.511,0.7020000000000001,-17.823
-1.1,-0.2,0.1,4.0489999999999995,0.73,-17.849
-1.1,-0.2,0.2,5.632999999999999,0.693,-17.823
-1.1,-0.2,0.3,7.22,0.6829999999999999,-17.896
-1.1,-0.2,0.4,8.818,0.733,-17.909000000000002
-1.1,-0.2,0.5,10.384,0.6970000000000001,-17.896
-1.1,-0.2,0.6,11.917,0.684,-17.867
-1.1,-0.2,0.7,13.464,0.653,-17.857
-1.1,-0.2,0.8,14.999,0.623,-17.919
-1.1,-0.2,0.9,16.590999999999998,0.618,-17.846
-1.1,-0.2,1.0,18.149,0.669,-17.87
-1.1,-0.2,1.1,19.687,0.624,-17.844
-1.1,-0.2,1.2,21.229,0.6679999999999999,-17.822
-1.1,-0.2,1.3,22.795,0.608,-17.809
-1.1,-0.2,1.4,24.326,0.615,-17.820999999999998
-1.1,-0.2,1.5,25.840999999999998,0.5770000000000001,-17.824
-1.1,-0.1,-1.5,-20.851999999999997,0.789,-17.343
-1.1,-0.1,-1.4,-19.371,0.79,-17.480999999999998
-1.1,-0.1,-1.3,-17.819000000000003,0.813,-17.52
-1.1,-0.1,-1.2,-16.316,0.79,-17.554000000000002
-1.1,-0.1,-1.1,-14.72,0.765,-17.588
-1.1,-0.1,-1.0,-13.175,0.7859999999999999,-17.604
-1.1,-0.1,-0.9,-11.633,0.8,-17.667
-1.1,-0.1,-0.8,-10.062000000000001,0.7170000000000001,-17.738
-1.1,-0.1,-0.7,-8.513,0.745,-17.735
-1.1,-0.1,-0.6,-6.933,0.7340000000000001,-17.798
-1.1,-0.1,-0.5,-5.341,0.763,-17.796
-1.1,-0.1,-0.4,-3.81,0.725,-17.782
-1.1,-0.1,-0.3,-2.226,0.77,-17.765
-1.1,-0.1,-0.2,-0.662,0.706,-17.832
-1.1,-0.1,-0.1,0.9590000000000001,0.73,-17.79
-1.1,-0.1,0.0,2.513,0.685,-17.807000000000002
-1.1,-0.1,0.1,4.0969999999999995,0.706,-17.826
-1.1,-0.1,0.2,5.666,0.67,-17.831
-1.1,-0.1,0.3,7.232,0.682,-17.882
-1.1,-0.1,0.4,8.821,0.693,-17.844
-1.1,-0.1,0.5,10.357000000000001,0.715,-17.827
-1.1,-0.1,0.6,11.934000000000001,0.648,-17.855999999999998
-1.1,-0.1,0.7,13.55,0.63,-17.849
-1.1,-0.1,0.8,15.039000000000001,0.627,-17.829
-1.1,-0.1,0.9,16.598,0.674,-17.863
-1.1,-0.1,1.0,18.132,0.628,-17.82
-1.1,-0.1,1.1,19.709,0.643,-17.820999999999998
-1.1,-0.1,1.2,21.243000000000002,0.5710000000000001,-17.859
-1.1,-0.1,1.3,22.795,0.636,-17.772000000000002
-1.1,-0.1,1.4,24.285999999999998,0.647,-17.787
-1.1,-0.1,1.5,25.862,0.581,-17.794
-1.1,-0.0,-1.5,-20.849,0.8140000000000001,-17.336
-1.1,-0.0,-1.4,-19.365,0.769,-17.479
-1.1,-0.0,-1.3,-17.823,0.8,-17.524
-1.1,-0.0,-1.2,-16.289,0.7829999999999999,-17.62
-1.1,-0.0,-1.1,-14.741,0.777,-17.601
-1.1,-0.0,-1.0,-13.184000000000001,0.7879999999999999,-17.623
-1.1,-0.0,-0.9,-11.65,0.7609999999999999,-17.654
-1.1,-0.0,-0.8,-10.059,0.7509999999999999,-17.715999999999998
-1.1,-0.0,-0.7,-8.503,0.76,-17.706
-1.1,-0.0,-0.6,-6.955,0.732,-17.729
-1.1,-0.0,-0.5,-5.382000000000001,0.733,-17.706
-1.1,-0.0,-0.4,-3.83,0.73,-17.755
-1.1,-0.0,-0.3,-2.21,0.753,-17.789
-1.1,-0.0,-0.2,-0.624,0.716,-17.756
-1.1,-0.0,-0.1,0.938,0.745,-17.757
-1.1,-0.0,0.0,2.523,0.735,-17.742
-1.1,-0.0,0.1,4.069,0.6759999999999999,-17.875999999999998
-1.1,-0.0,0.2,5.655,0.66,-17.81
-1.1,-0.0,0.3,7.242000000000001,0.654,-17.82
-1.1,-0.0,0.4,8.857000000000001,0.662,-17.831
-1.1,-0.0,0.5,10.357000000000001,0.637,-17.845
-1.1,-0.0,0.6,11.954,0.6609999999999999,-17.820999999999998
-1.1,-0.0,0.7,13.511,0.6990000000000001,-17.855
-1.1,-0.0,0.8,15.038,0.654,-17.842
-1.1,-0.0,0.9,16.561,0.648,-17.822
-1.1,-0.0,1.0,18.125,0.649,-17.807000000000002
-1.1,-0.0,1.1,19.704,0.675,-17.802
-1.1,-0.0,1.2,21.209,0.627,-17.788
-1.1,-0.0,1.3,22.749000000000002,0.624,-17.805999999999997
-1.1,-0.0,1.4,24.309,0.622,-17.736
-1.1,-0.0,1.5,25.775,0.6709999999999999,-17.755
-1.1,0.1,-1.5,-20.863000000000003,0.8240000000000001,-17.302
-1.1,0.1,-1.4,-19.363,0.8220000000000001,-17.44
-1.1,0.1,-1.3,-17.842,0.794,-17.45
-1.1,0.1,-1.2,-16.327,0.782,-17.524
-1.1,0.1,-1.1,-14.732000000000001,0.779,-17.582
-1.1,0.1,-1.0,-13.207,0.7809999999999999,-17.577
-1.1,0.1,-0.9,-11.645999999999999,0.764,-17.631
-1.1,0.1,-0.8,-10.074,0.748,-17.736
-1.1,0.1,-0.7,-8.556000000000001,0.7509999999999999,-17.675
-1.1,0.1,-0.6,-6.928999999999999,0.741,-17.691
-1.1,0.1,-0.5,-5.377000000000001,0.7120000000000001,-17.739
-1.1,0.1,-0.4,-3.803,0.718,-17.74
-1.1,0.1,-0.3,-2.228,0.698,-17.736
-1.1,0.1,-0.2,-0.623,0.7340000000000001,-17.702
-1.1,0.1,-0.1,0.955,0.706,-17.719
-1.1,0.1,0.0,2.502,0.726,-17.772000000000002
-1.1,0.1,0.1,4.029,0.722,-17.776
-1.1,0.1,0.2,5.611000000000001,0.723,-17.793
-1.1,0.1,0.3,7.215,0.7070000000000001,-17.820999999999998
-1.1,0.1,0.4,8.793,0.637,-17.769000000000002
-1.1,0.1,0.5,10.345999999999998,0.6629999999999999,-17.844
-1.1,0.1,0.6,11.876,0.6459999999999999,-17.813
-1.1,0.1,0.7,13.5,0.6829999999999999,-17.81
-1.1,0.1,0.8,15.030999999999999,0.642,-17.863
-1.1,0.1,0.9,16.566,0.659,-17.82
-1.1,0.1,1.0,18.137,0.639,-17.817999999999998
-1.1,0.1,1.1,19.662,0.6,-17.796
-1.1,0.1,1.2,21.205,0.616,-17.805999999999997
-1.1,0.1,1.3,22.769000000000002,0.599,-17.788
-1.1,0.1,1.4,24.285999999999998,0.6659999999999999,-17.76
-1.1,0.1,1.5,25.864,0.62,-17.714000000000002
-1.1,0.2,-1.5,-20.871,0.782,-17.274
-1.1,0.2,-1.4,-19.381,0.8059999999999999,-17.415
-1.1,0.2,-1.3,-17.852999999999998,0.831,-17.52
-1.1,0.2,-1.2,-16.328,0.698,-17.537
-1.1,0.2,-1.1,-14.769,0.7709999999999999,-17.562
-1.1,0.2,-1.0,-13.206,0.726,-17.578
-1.1,0.2,-0.9,-11.637,0.7290000000000001,-17.632
-1.1,0.2,-0.8,-10.134,0.7559999999999999,-17.671
-1.1,0.2,-0.7,-8.561,0.774,-17.679000000000002
-1.1,0.2,-0.6,-6.979,0.778,-17.688
-1.1,0.2,-0.5,-5.391,0.7190000000000001,-17.721
-1.1,0.2,-0.4,-3.833,0.7879999999999999,-17.667
-1.1,0.2,-0.3,-2.242,0.738,-17.736
-1.1,0.2,-0.2,-0.667,0.737,-17.736
-1.1,0.2,-0.1,0.9129999999999999,0.693,-17.680999999999997
-1.1,0.2,0.0,2.484,0.7090000000000001,-17.711
-1.1,0.2,0.1,4.031000000000001,0.679,-17.737000000000002
-1.1,0.2,0.2,5.671,0.654,-17.788
-1.1,0.2,0.3,7.196000000000001,0.7,-17.791
-1.1,0.2,0.4,8.759,0.7120000000000001,-17.742
-1.1,0.2,0.5,10.350999999999999,0.6940000000000001,-17.843
-1.1,0.2,0.6,11.886,0.667,-17.808
-1.1,0.2,0.7,13.453,0.675,-17.798
-1.1,0.2,0.8,15.004000000000001,0.6629999999999999,-17.807000000000002
-1.1,0.2,0.9,16.574,0.612,-17.795
-1.1,0.2,1.0,18.115,0.6859999999999999,-17.778
-1.1,0.2,1.1,19.7,0.6629999999999999,-17.792
-1.1,0.2,1.2,21.230999999999998,0.632,-17.762999999999998
-1.1,0.2,1.3,22.721999999999998,0.6609999999999999,-17.717
-1.1,0.2,1.4,24.283,0.605,-17.717
-1.1,0.2,1.5,25.843000000000004,0.637,-17.744
-1.1,0.3,-1.5,-20.881,0.8190000000000001,-17.272000000000002
-1.1,0.3,-1.4,-19.409000000000002,0.8220000000000001,-17.430999999999997
-1.1,0.3,-1.3,-17.908,0.78,-17.453
-1.1,0.3,-1.2,-16.348,0.8009999999999999,-17.533
-1.1,0.3,-1.1,-14.762,0.7929999999999999,-17.533
-1.1,0.3,-1.0,-13.265,0.7659999999999999,-17.544
-1.1,0.3,-0.9,-11.69,0.732,-17.614
-1.1,0.3,-0.8,-10.117,0.7440000000000001,-17.634
-1.1,0.3,-0.7,-8.561,0.76,-17.642
-1.1,0.3,-0.6,-6.974,0.7390000000000001,-17.637999999999998
-1.1,0.3,-0.5,-5.3870000000000005,0.773,-17.671
-1.1,0.3,-0.4,-3.8339999999999996,0.769,-17.713
-1.1,0.3,-0.3,-2.227,0.723,-17.632
-1.1,0.3,-0.2,-0.6509999999999999,0.732,-17.715
-1.1,0.3,-0.1,0.9279999999999999,0.7440000000000001,-17.707
-1.1,0.3,0.0,2.471,0.725,-17.701
-1.1,0.3,0.1,4.0360000000000005,0.657,-17.715999999999998
-1.1,0.3,0.2,5.635,0.7070000000000001,-17.724
-1.1,0.3,0.3,7.215,0.696,-17.74
-1.1,0.3,0.4,8.799,0.7340000000000001,-17.715
-1.1,0.3,0.5,10.322000000000001,0.7390000000000001,-17.768
-1.1,0.3,0.6,11.909,0.6729999999999999,-17.735
-1.1,0.3,0.7,13.414000000000001,0.627,-17.766
-1.1,0.3,0.8,14.985,0.6809999999999999,-17.815
-1.1,0.3,0.9,16.543,0.6609999999999999,-17.785
-1.1,0.3,1.0,18.129,0.625,-17.724
-1.1,0.3,1.1,19.677,0.643,-17.744
-1.1,0.3,1.2,21.193,0.622,-17.739
-1.1,0.3,1.3,22.684,0.59,-17.738
-1.1,0.3,1.4,24.278000000000002,0.645,-17.722
-1.1,0.3,1.5,25.81,0.617,-17.682000000000002
-1.1,0.4,-1.5,-20.93,0.7759999999999999,-17.215
-1.1,0.4,-1.4,-19.424,0.8109999999999999,-17.379
-1.1,0.4,-1.3,-17.86,0.764,-17.395
-1.1,0.4,-1.2,-16.352,0.758,-17.461
-1.1,0.4,-1.1,-14.805,0.773,-17.483
-1.1,0.4,-1.0,-13.267999999999999,0.797,-17.465999999999998
-1.1,0.4,-0.9,-11.672,0.733,-17.539
-1.1,0.4,-0.8,-10.128,0.782,-17.567999999999998
-1.1,0.4,-0.7,-8.576,0.726,-17.599
-1.1,0.4,-0.6,-6.98,0.775,-17.674
-1.1,0.4,-0.5,-5.422000000000001,0.74,-17.618
-1.1,0.4,-0.4,-3.855,0.7190000000000001,-17.694000000000003
-1.1,0.4,-0.3,-2.281,0.735,-17.706
-1.1,0.4,-0.2,-0.6659999999999999,0.6940000000000001,-17.664
-1.1,0.4,-0.1,0.865,0.7120000000000001,-17.655
-1.1,0.4,0.0,2.4419999999999997,0.72,-17.733
-1.1,0.4,0.1,4.019,0.7170000000000001,-17.73
-1.1,0.4,0.2,5.574,0.6779999999999999,-17.676
-1.1,0.4,0.3,7.172999999999999,0.643,-17.758
-1.1,0.4,0.4,8.758,0.674,-17.724
-1.1,0.4,0.5,10.332,0.725,-17.703
-1.1,0.4,0.6,11.908,0.6970000000000001,-17.752
-1.1,0.4,0.7,13.421,0.6609999999999999,-17.746
-1.1,0.4,0.8,14.969000000000001,0.662,-17.738
-1.1,0.4,0.9,16.539,0.649,-17.745
-1.1,0.4,1.0,18.132,0.6559999999999999,-17.699
-1.1,0.4,1.1,19.625,0.605,-17.750999999999998
-1.1,0.4,1.2,21.219,0.62,-17.665
-1.1,0.4,1.3,22.678,0.638,-17.692
-1.1,0.4,1.4,24.293000000000003,0.667,-17.714000000000002
-1.1,0.4,1.5,25.804000000000002,0.617,-17.68
-1.1,0.5,-1.5,-20.933000000000003,0.779,-17.227
-1.1,0.5,-1.4,-19.442999999999998,0.821,-17.307000000000002
-1.1,0.5,-1.3,-17.916,0.7859999999999999,-17.398
-1.1,0.5,-1.2,-16.382,0.789,-17.405
-1.1,0.5,-1.1,-14.811,0.754,-17.476
-1.1,0.5,-1.0,-13.245,0.7490000000000001,-17.512999999999998
-1.1,0.5,-0.9,-11.69,0.782,-17.563
-1.1,0.5,-0.8,-10.138,0.713,-17.553
-1.1,0.5,-0.7,-8.581,0.728,-17.574
-1.1,0.5,-0.6,-6.995,0.7170000000000001,-17.611
-1.1,0.5,-0.5,-5.417000000000001,0.72,-17.61
-1.1,0.5,-0.4,-3.884,0.688,-17.61
-1.1,0.5,-0.3,-2.238,0.7240000000000001,-17.628
-1.1,0.5,-0.2,-0.6970000000000001,0.664,-17.588
-1.1,0.5,-0.1,0.871,0.684,-17.576
-1.1,0.5,0.0,2.415,0.718,-17.624000000000002
-1.1,0.5,0.1,3.997,0.74,-17.631
-1.1,0.5,0.2,5.572,0.701,-17.641
-1.1,0.5,0.3,7.187,0.6679999999999999,-17.69
-1.1,0.5,0.4,8.708,0.68,-17.656
-1.1,0.5,0.5,10.285,0.713,-17.704
-1.1,0.5,0.6,11.856,0.637,-17.627
-1.1,0.5,0.7,13.388,0.71,-17.63
-1.1,0.5,0.8,14.970999999999998,0.6709999999999999,-17.698
-1.1,0.5,0.9,16.512999999999998,0.667,-17.675
-1.1,0.5,1.0,18.047,0.665,-17.64
-1.1,0.5,1.1,19.601,0.665,-17.676
-1.1,0.5,1.2,21.15,0.6609999999999999,-17.59
-1.1,0.5,1.3,22.730999999999998,0.6579999999999999,-17.576
-1.1,0.5,1.4,24.23,0.6559999999999999,-17.592
-1.1,0.5,1.5,25.761,0.6659999999999999,-17.581
-1.1,0.6,-1.5,-20.986,0.747,-17.191
-1.1,0.6,-1.4,-19.453,0.8240000000000001,-17.277
-1.1,0.6,-1.3,-17.957,0.7859999999999999,-17.334
-1.1,0.6,-1.2,-16.421,0.773,-17.389
-1.1,0.6,-1.1,-14.850999999999999,0.738,-17.395
-1.1,0.6,-1.0,-13.338,0.736,-17.405
-1.1,0.6,-0.9,-11.742,0.773,-17.512
-1.1,0.6,-0.8,-10.183,0.792,-17.463
-1.1,0.6,-0.7,-8.597999999999999,0.747,-17.534000000000002
-1.1,0.6,-0.6,-7.062,0.746,-17.593
-1.1,0.6,-0.5,-5.449,0.735,-17.557000000000002
-1.1,0.6,-0.4,-3.884,0.7120000000000001,-17.583
-1.1,0.6,-0.3,-2.299,0.7440000000000001,-17.576
-1.1,0.6,-0.2,-0.696,0.71,-17.533
-1.1,0.6,-0.1,0.807,0.713,-17.619
-1.1,0.6,0.0,2.416,0.758,-17.552
-1.1,0.6,0.1,3.9330000000000003,0.757,-17.627
-1.1,0.6,0.2,5.555,0.721,-17.627
-1.1,0.6,0.3,7.162000000000001,0.71,-17.687
-1.1,0.6,0.4,8.677,0.698,-17.655
-1.1,0.6,0.5,10.26,0.65,-17.65
-1.1,0.6,0.6,11.808,0.7440000000000001,-17.613
-1.1,0.6,0.7,13.408,0.698,-17.653
-1.1,0.6,0.8,14.945,0.6809999999999999,-17.652
-1.1,0.6,0.9,16.463,0.664,-17.645
-1.1,0.6,1.0,18.004,0.595,-17.587
-1.1,0.6,1.1,19.598,0.635,-17.635
-1.1,0.6,1.2,21.101,0.642,-17.671
-1.1,0.6,1.3,22.660999999999998,0.667,-17.628
-1.1,0.6,1.4,24.214000000000002,0.623,-17.62
-1.1,0.6,1.5,25.755,0.63,-17.553
-1.1,0.7,-1.5,-20.98,0.742,-17.117
-1.1,0.7,-1.4,-19.511,0.75,-17.256
-1.1,0.7,-1.3,-17.992,0.758,-17.32
-1.1,0.7,-1.2,-16.447,0.77,-17.317999999999998
-1.1,0.7,-1.1,-14.927,0.775,-17.364
-1.1,0.7,-1.0,-13.374,0.7490000000000001,-17.418
-1.1,0.7,-0.9,-11.751,0.763,-17.48
-1.1,0.7,-0.8,-10.284,0.75,-17.469
-1.1,0.7,-0.7,-8.635,0.74,-17.506
-1.1,0.7,-0.6,-7.093999999999999,0.754,-17.538
-1.1,0.7,-0.5,-5.523,0.74,-17.512999999999998
-1.1,0.7,-0.4,-3.9330000000000003,0.737,-17.524
-1.1,0.7,-0.3,-2.354,0.758,-17.537
-1.1,0.7,-0.2,-0.815,0.71,-17.574
-1.1,0.7,-0.1,0.799,0.703,-17.557000000000002
-1.1,0.7,0.0,2.309,0.662,-17.587
-1.1,0.7,0.1,3.945,0.687,-17.566
-1.1,0.7,0.2,5.518,0.67,-17.635
-1.1,0.7,0.3,7.106,0.669,-17.636
-1.1,0.7,0.4,8.639,0.645,-17.649
-1.1,0.7,0.5,10.18,0.675,-17.671
-1.1,0.7,0.6,11.785,0.698,-17.635
-1.1,0.7,0.7,13.365,0.718,-17.643
-1.1,0.7,0.8,14.892000000000001,0.679,-17.569000000000003
-1.1,0.7,0.9,16.429000000000002,0.6629999999999999,-17.551
-1.1,0.7,1.0,17.97,0.691,-17.612000000000002
-1.1,0.7,1.1,19.529,0.665,-17.595
-1.1,0.7,1.2,21.103,0.638,-17.592
-1.1,0.7,1.3,22.611,0.632,-17.496
-1.1,0.7,1.4,24.139,0.616,-17.585
-1.1,0.7,1.5,25.699,0.628,-17.547
-1.1,0.8,-1.5,-21.061999999999998,0.75,-17.11
-1.1,0.8,-1.4,-19.567,0.782,-17.209
-1.1,0.8,-1.3,-17.988,0.757,-17.275
-1.1,0.8,-1.2,-16.441,0.792,-17.351
-1.1,0.8,-1.1,-14.909,0.76,-17.393
-1.1,0.8,-1.0,-13.383,0.72,-17.381
-1.1,0.8,-0.9,-11.818,0.713,-17.424
-1.1,0.8,-0.8,-10.284,0.7509999999999999,-17.463
-1.1,0.8,-0.7,-8.634,0.725,-17.423
-1.1,0.8,-0.6,-7.122000000000001,0.732,-17.511
-1.1,0.8,-0.5,-5.572,0.741,-17.525
-1.1,0.8,-0.4,-3.984,0.725,-17.546
-1.1,0.8,-0.3,-2.394,0.71,-17.574
-1.1,0.8,-0.2,-0.8140000000000001,0.687,-17.570999999999998
-1.1,0.8,-0.1,0.757,0.732,-17.589000000000002
-1.1,0.8,0.0,2.327,0.696,-17.549
-1.1,0.8,0.1,3.886,0.696,-17.589000000000002
-1.1,0.8,0.2,5.494,0.722,-17.621
-1.1,0.8,0.3,7.001,0.674,-17.659000000000002
-1.1,0.8,0.4,8.623,0.691,-17.676
-1.1,0.8,0.5,10.197000000000001,0.703,-17.561
-1.1,0.8,0.6,11.732000000000001,0.6829999999999999,-17.677
-1.1,0.8,0.7,13.282,0.677,-17.628
-1.1,0.8,0.8,14.860999999999999,0.6809999999999999,-17.614
-1.1,0.8,0.9,16.391,0.688,-17.625999999999998
-1.1,0.8,1.0,17.972,0.6559999999999999,-17.611
-1.1,0.8,1.1,19.462,0.636,-17.64
-1.1,0.8,1.2,21.03,0.614,-17.632
-1.1,0.8,1.3,22.57,0.6829999999999999,-17.615
-1.1,0.8,1.4,24.128,0.62,-17.586
-1.1,0.8,1.5,25.669,0.634,-17.599
-1.1,0.9,-1.5,-21.041999999999998,0.762,-17.152
-1.1,0.9,-1.4,-19.558,0.737,-17.248
-1.1,0.9,-1.3,-18.027,0.731,-17.305
-1.1,0.9,-1.2,-16.485,0.769,-17.373
-1.1,0.9,-1.1,-14.937999999999999,0.74,-17.395
-1.1,0.9,-1.0,-13.389000000000001,0.765,-17.401
-1.1,0.9,-0.9,-11.83,0.725,-17.467
-1.1,0.9,-0.8,-10.267000000000001,0.7290000000000001,-17.467
-1.1,0.9,-0.7,-8.714,0.743,-17.541
-1.1,0.9,-0.6,-7.171,0.741,-17.512
-1.1,0.9,-0.5,-5.547000000000001,0.759,-17.541
-1.1,0.9,-0.4,-4.053999999999999,0.6859999999999999,-17.519000000000002
-1.1,0.9,-0.3,-2.455,0.746,-17.577
-1.1,0.9,-0.2,-0.884,0.7140000000000001,-17.547
-1.1,0.9,-0.1,0.716,0.747,-17.581
-1.1,0.9,0.0,2.274,0.735,-17.575
-1.1,0.9,0.1,3.8560000000000003,0.7,-17.551
-1.1,0.9,0.2,5.439,0.708,-17.646
-1.1,0.9,0.3,7.001,0.69,-17.643
-1.1,0.9,0.4,8.589,0.6579999999999999,-17.589000000000002
-1.1,0.9,0.5,10.16,0.6809999999999999,-17.624000000000002
-1.1,0.9,0.6,11.754000000000001,0.7020000000000001,-17.637999999999998
-1.1,0.9,0.7,13.254000000000001,0.675,-17.642
-1.1,0.9,0.8,14.869000000000002,0.6509999999999999,-17.624000000000002
-1.1,0.9,0.9,16.381,0.664,-17.601
-1.1,0.9,1.0,17.914,0.636,-17.616
-1.1,0.9,1.1,19.471,0.703,-17.622
-1.1,0.9,1.2,21.05,0.653,-17.562
-1.1,0.9,1.3,22.574,0.682,-17.542
-1.1,0.9,1.4,24.085,0.64,-17.557000000000002
-1.1,0.9,1.5,25.613000000000003,0.65,-17.549
-1.1,1.0,-1.5,-21.086,0.763,-17.156
-1.1,1.0,-1.4,-19.63,0.713,-17.261
-1.1,1.0,-1.3,-18.039,0.732,-17.255
-1.1,1.0,-1.2,-16.518,0.758,-17.319000000000003
-1.1,1.0,-1.1,-14.999,0.726,-17.375999999999998
-1.1,1.0,-1.0,-13.437999999999999,0.743,-17.379
-1.1,1.0,-0.9,-11.855,0.7290000000000001,-17.436
-1.1,1.0,-0.8,-10.334000000000001,0.763,-17.458
-1.1,1.0,-0.7,-8.708,0.775,-17.457
-1.1,1.0,-0.6,-7.18,0.755,-17.537
-1.1,1.0,-0.5,-5.597,0.768,-17.523
-1.1,1.0,-0.4,-4.002,0.718,-17.561
-1.1,1.0,-0.3,-2.443,0.696,-17.515
-1.1,1.0,-0.2,-0.868,0.693,-17.52
-1.1,1.0,-0.1,0.669,0.638,-17.545
-1.1,1.0,0.0,2.298,0.726,-17.529
-1.1,1.0,0.1,3.822,0.736,-17.517
-1.1,1.0,0.2,5.431,0.747,-17.599
-1.1,1.0,0.3,6.971,0.6970000000000001,-17.601
-1.1,1.0,0.4,8.501,0.747,-17.63
-1.1,1.0,0.5,10.117,0.705,-17.624000000000002
-1.1,1.0,0.6,11.68,0.69,-17.61
-1.1,1.0,0.7,13.206,0.7390000000000001,-17.582
-1.1,1.0,0.8,14.776,0.674,-17.601
-1.1,1.0,0.9,16.303,0.6970000000000001,-17.659000000000002
-1.1,1.0,1.0,17.844,0.667,-17.599
-1.1,1.0,1.1,19.44,0.6659999999999999,-17.573
-1.1,1.0,1.2,20.956,0.682,-17.588
-1.1,1.0,1.3,22.488000000000003,0.677,-17.582
-1.1,1.0,1.4,24.034000000000002,0.659,-17.548
-1.1,1.0,1.5,25.578000000000003,0.631,-17.503
-1.1,1.1,-1.5,-21.107,0.732,-17.058
-1.1,1.1,-1.4,-19.623,0.779,-17.194000000000003
-1.1,1.1,-1.3,-18.094,0.759,-17.230999999999998
-1.1,1.1,-1.2,-16.527,0.738,-17.233
-1.1,1.1,-1.1,-14.999,0.74,-17.27
-1.1,1.1,-1.0,-13.448,0.774,-17.328
-1.1,1.1,-0.9,-11.862,0.74,-17.354
-1.1,1.1,-0.8,-10.362,0.775,-17.396
-1.1,1.1,-0.7,-8.752,0.743,-17.435
-1.1,1.1,-0.6,-7.225,0.742,-17.442
-1.1,1.1,-0.5,-5.622000000000001,0.688,-17.393
-1.1,1.1,-0.4,-4.056,0.725,-17.48
-1.1,1.1,-0.3,-2.478,0.706,-17.474
-1.1,1.1,-0.2,-0.9309999999999999,0.6890000000000001,-17.504
-1.1,1.1,-0.1,0.66,0.7070000000000001,-17.532
-1.1,1.1,0.0,2.2030000000000003,0.674,-17.499000000000002
-1.1,1.1,0.1,3.8089999999999997,0.736,-17.508
-1.1,1.1,0.2,5.39,0.721,-17.563
-1.1,1.1,0.3,6.9479999999999995,0.6990000000000001,-17.546
-1.1,1.1,0.4,8.467,0.711,-17.566
-1.1,1.1,0.5,10.083,0.6709999999999999,-17.609
-1.1,1.1,0.6,11.62,0.723,-17.555999999999997
-1.1,1.1,0.7,13.19,0.645,-17.555999999999997
-1.1,1.1,0.8,14.754000000000001,0.6729999999999999,-17.567999999999998
-1.1,1.1,0.9,16.278,0.629,-17.496
-1.1,1.1,1.0,17.823,0.643,-17.567
-1.1,1.1,1.1,19.404,0.67,-17.518
-1.1,1.1,1.2,20.978,0.691,-17.482
-1.1,1.1,1.3,22.496,0.6729999999999999,-17.512999999999998
