x,y,z,Bx,By,Bz
0.3,-1.5,-1.1,-14.987,0.607,3.895
0.3,-1.5,-1.0,-13.517999999999999,0.5820000000000001,3.8960000000000004
0.3,-1.5,-0.9,-11.958,0.595,3.86
0.3,-1.5,-0.8,-10.442,0.58,3.907
0.3,-1.5,-0.7,-8.908999999999999,0.5720000000000001,3.872
0.3,-1.5,-0.6,-7.379,0.603,3.908
0.3,-1.5,-0.5,-5.8629999999999995,0.616,3.912
0.3,-1.5,-0.4,-4.244,0.593,3.883
0.3,-1.5,-0.3,-2.694,0.609,3.888
0.3,-1.5,-0.2,-1.165,0.599,3.867
0.3,-1.5,-0.1,0.418,0.5760000000000001,3.888
0.3,-1.5,0.0,1.964,0.5760000000000001,3.8789999999999996
0.3,-1.5,0.1,3.515,0.5760000000000001,3.8539999999999996
0.3,-1.5,0.2,5.084,0.563,3.8760000000000003
0.3,-1.5,0.3,6.609,0.573,3.81
0.3,-1.5,0.4,8.162,0.5379999999999999,3.855
0.3,-1.5,0.5,9.749,0.57,3.8369999999999997
0.3,-1.5,0.6,11.293,0.5589999999999999,3.7560000000000002
0.3,-1.5,0.7,12.847000000000001,0.5329999999999999,3.7539999999999996
0.3,-1.5,0.8,14.356,0.522,3.716
0.3,-1.5,0.9,15.927,0.524,3.674
0.3,-1.5,1.0,17.414,0.518,3.6310000000000002
0.3,-1.5,1.1,18.942999999999998,0.534,3.5839999999999996
0.3,-1.5,1.2,20.477999999999998,0.505,3.554
0.3,-1.5,1.3,21.979,0.523,3.545
0.3,-1.5,1.4,23.524,0.524,3.458
0.3,-1.5,1.5,25.021,0.51,3.4619999999999997
0.3,-1.4,-1.5,-21.070999999999998,0.59,3.969
0.3,-1.4,-1.4,-19.623,0.644,3.877
0.3,-1.4,-1.3,-18.061,0.626,3.91
0.3,-1.4,-1.2,-16.583,0.6,3.8810000000000002
0.3,-1.4,-1.1,-15.023,0.629,3.912
0.3,-1.4,-1.0,-13.485999999999999,0.654,3.895
0.3,-1.4,-0.9,-11.97,0.622,3.859
0.3,-1.4,-0.8,-10.459000000000001,0.621,3.885
0.3,-1.4,-0.7,-8.896,0.627,3.846
0.3,-1.4,-0.6,-7.386,0.604,3.8760000000000003
0.3,-1.4,-0.5,-5.782,0.562,3.8960000000000004
0.3,-1.4,-0.4,-4.244,0.588,3.8939999999999997
0.3,-1.4,-0.3,-2.6910000000000003,0.5660000000000001,3.88
0.3,-1.4,-0.2,-1.147,0.575,3.911
0.3,-1.4,-0.1,0.442,0.581,3.8810000000000002
0.3,-1.4,0.0,1.9669999999999999,0.563,3.898
0.3,-1.4,0.1,3.52,0.574,3.86
0.3,-1.4,0.2,5.085,0.5720000000000001,3.8160000000000003
0.3,-1.4,0.3,6.638999999999999,0.5489999999999999,3.7539999999999996
0.3,-1.4,0.4,8.177,0.562,3.734
0.3,-1.4,0.5,9.783,0.542,3.735
0.3,-1.4,0.6,11.282,0.486,3.721
0.3,-1.4,0.7,12.807,0.544,3.716
0.3,-1.4,0.8,14.335999999999999,0.539,3.7
0.3,-1.4,0.9,15.9,0.506,3.702
0.3,-1.4,1.0,17.436,0.5720000000000001,3.642
0.3,-1.4,1.1,18.958,0.529,3.5639999999999996
0.3,-1.4,1.2,20.503,0.544,3.491
0.3,-1.4,1.3,21.979,0.495,3.503
0.3,-1.4,1.4,23.491,0.498,3.485
0.3,-1.4,1.5,25.0,0.491,3.42
0.3,-1.3,-1.5,-21.089000000000002,0.649,3.963
0.3,-1.3,-1.4,-19.63,0.655,3.877
0.3,-1.3,-1.3,-18.031,0.57,3.891
0.3,-1.3,-1.2,-16.623,0.6409999999999999,3.863
0.3,-1.3,-1.1,-15.032,0.633,3.8510000000000004
0.3,-1.3,-1.0,-13.517000000000001,0.622,3.87
0.3,-1.3,-0.9,-11.943,0.621,3.8789999999999996
0.3,-1.3,-0.8,-10.466,0.636,3.87
0.3,-1.3,-0.7,-8.884,0.557,3.886
0.3,-1.3,-0.6,-7.343999999999999,0.64,3.8360000000000003
0.3,-1.3,-0.5,-5.792000000000001,0.578,3.8989999999999996
0.3,-1.3,-0.4,-4.25,0.5589999999999999,3.86
0.3,-1.3,-0.3,-2.665,0.574,3.859
0.3,-1.3,-0.2,-1.1440000000000001,0.602,3.845
0.3,-1.3,-0.1,0.431,0.573,3.931
0.3,-1.3,0.0,2.004,0.556,3.915
0.3,-1.3,0.1,3.5439999999999996,0.581,3.845
0.3,-1.3,0.2,5.093999999999999,0.557,3.82
0.3,-1.3,0.3,6.652,0.58,3.8169999999999997
0.3,-1.3,0.4,8.211,0.509,3.761
0.3,-1.3,0.5,9.763,0.506,3.75
0.3,-1.3,0.6,11.283,0.532,3.7489999999999997
0.3,-1.3,0.7,12.856,0.502,3.714
0.3,-1.3,0.8,14.423,0.542,3.668
0.3,-1.3,0.9,15.89,0.507,3.6260000000000003
0.3,-1.3,1.0,17.452,0.48700000000000004,3.555
0.3,-1.3,1.1,18.947,0.51,3.6010000000000004
0.3,-1.3,1.2,20.511,0.531,3.573
0.3,-1.3,1.3,21.998,0.535,3.5069999999999997
0.3,-1.3,1.4,23.559,0.511,3.495
0.3,-1.3,1.5,25.031,0.48,3.409
0.3,-1.2,-1.5,-21.048000000000002,0.6459999999999999,3.9189999999999996
0.3,-1.2,-1.4,-19.598,0.652,3.863
0.3,-1.2,-1.3,-18.052,0.637,3.8569999999999998
0.3,-1.2,-1.2,-16.576,0.642,3.88
0.3,-1.2,-1.1,-15.04,0.606,3.8569999999999998
0.3,-1.2,-1.0,-13.488,0.575,3.853
0.3,-1.2,-0.9,-11.937999999999999,0.605,3.843
0.3,-1.2,-0.8,-10.431,0.589,3.843
0.3,-1.2,-0.7,-8.852,0.613,3.8810000000000002
0.3,-1.2,-0.6,-7.331,0.618,3.9019999999999997
0.3,-1.2,-0.5,-5.771,0.635,3.878
0.3,-1.2,-0.4,-4.249,0.613,3.887
0.3,-1.2,-0.3,-2.633,0.518,3.853
0.3,-1.2,-0.2,-1.11,0.5589999999999999,3.82
0.3,-1.2,-0.1,0.44,0.597,3.875
0.3,-1.2,0.0,1.962,0.545,3.84
0.3,-1.2,0.1,3.555,0.541,3.8160000000000003
0.3,-1.2,0.2,5.12,0.529,3.7560000000000002
0.3,-1.2,0.3,6.66,0.513,3.793
0.3,-1.2,0.4,8.177,0.574,3.7689999999999997
0.3,-1.2,0.5,9.734,0.515,3.747
0.3,-1.2,0.6,11.294,0.532,3.6910000000000003
0.3,-1.2,0.7,12.886,0.508,3.734
0.3,-1.2,0.8,14.392000000000001,0.5379999999999999,3.719
0.3,-1.2,0.9,15.936,0.515,3.633
0.3,-1.2,1.0,17.463,0.535,3.638
0.3,-1.2,1.1,18.998,0.514,3.58
0.3,-1.2,1.2,20.499000000000002,0.504,3.5180000000000002
0.3,-1.2,1.3,22.024,0.542,3.512
0.3,-1.2,1.4,23.590999999999998,0.504,3.465
0.3,-1.2,1.5,25.049,0.493,3.443
0.3,-1.1,-1.5,-21.057,0.6759999999999999,3.92
0.3,-1.1,-1.4,-19.57,0.6579999999999999,3.832
0.3,-1.1,-1.3,-18.058,0.639,3.865
0.3,-1.1,-1.2,-16.527,0.642,3.8480000000000003
0.3,-1.1,-1.1,-14.993,0.565,3.835
0.3,-1.1,-1.0,-13.475999999999999,0.609,3.8689999999999998
0.3,-1.1,-0.9,-11.998,0.625,3.85
0.3,-1.1,-0.8,-10.399000000000001,0.644,3.844
0.3,-1.1,-0.7,-8.838,0.591,3.8680000000000003
0.3,-1.1,-0.6,-7.322,0.583,3.8689999999999998
0.3,-1.1,-0.5,-5.78,0.621,3.8510000000000004
0.3,-1.1,-0.4,-4.209,0.591,3.855
0.3,-1.1,-0.3,-2.665,0.565,3.8289999999999997
0.3,-1.1,-0.2,-1.092,0.579,3.783
0.3,-1.1,-0.1,0.439,0.589,3.8789999999999996
0.3,-1.1,0.0,2.04,0.511,3.8310000000000004
0.3,-1.1,0.1,3.5580000000000003,0.594,3.807
0.3,-1.1,0.2,5.095,0.516,3.7760000000000002
0.3,-1.1,0.3,6.702999999999999,0.546,3.76
0.3,-1.1,0.4,8.204,0.545,3.77
0.3,-1.1,0.5,9.8,0.5579999999999999,3.77
0.3,-1.1,0.6,11.335999999999999,0.551,3.7260000000000004
0.3,-1.1,0.7,12.867,0.493,3.678
0.3,-1.1,0.8,14.427999999999999,0.532,3.637
0.3,-1.1,0.9,15.929,0.522,3.645
0.3,-1.1,1.0,17.511,0.517,3.603
0.3,-1.1,1.1,19.011,0.523,3.592
0.3,-1.1,1.2,20.52,0.516,3.5069999999999997
0.3,-1.1,1.3,22.07,0.521,3.486
0.3,-1.1,1.4,23.57,0.494,3.431
0.3,-1.1,1.5,25.076,0.429,3.389
0.3,-1.0,-1.5,-21.031999999999996,0.662,3.897
0.3,-1.0,-1.4,-19.535999999999998,0.675,3.8480000000000003
0.3,-1.0,-1.3,-18.011,0.614,3.858
0.3,-1.0,-1.2,-16.511,0.6,3.855
0.3,-1.0,-1.1,-15.046,0.596,3.842
0.3,-1.0,-1.0,-13.45,0.61,3.845
0.3,-1.0,-0.9,-11.925999999999998,0.609,3.824
0.3,-1.0,-0.8,-10.402999999999999,0.623,3.8480000000000003
0.3,-1.0,-0.7,-8.852,0.607,3.8510000000000004
0.3,-1.0,-0.6,-7.254,0.605,3.895
0.3,-1.0,-0.5,-5.757999999999999,0.564,3.897
0.3,-1.0,-0.4,-4.14,0.574,3.824
0.3,-1.0,-0.3,-2.6210000000000004,0.5710000000000001,3.859
0.3,-1.0,-0.2,-1.054,0.597,3.858
0.3,-1.0,-0.1,0.509,0.55,3.8360000000000003
0.3,-1.0,0.0,2.045,0.575,3.805
0.3,-1.0,0.1,3.622,0.583,3.8360000000000003
0.3,-1.0,0.2,5.164,0.552,3.824
0.3,-1.0,0.3,6.712000000000001,0.536,3.7939999999999996
0.3,-1.0,0.4,8.255,0.5579999999999999,3.7319999999999998
0.3,-1.0,0.5,9.85,0.54,3.74
0.3,-1.0,0.6,11.334000000000001,0.501,3.705
0.3,-1.0,0.7,12.947000000000001,0.542,3.6910000000000003
0.3,-1.0,0.8,14.449000000000002,0.49700000000000005,3.661
0.3,-1.0,0.9,16.026,0.48200000000000004,3.615
0.3,-1.0,1.0,17.46,0.508,3.51
0.3,-1.0,1.1,19.011,0.478,3.517
0.3,-1.0,1.2,20.537,0.494,3.458
0.3,-1.0,1.3,22.068,0.498,3.463
0.3,-1.0,1.4,23.619,0.47200000000000003,3.4560000000000004
0.3,-1.0,1.5,25.131,0.495,3.3819999999999997
0.3,-0.9,-1.5,-21.000999999999998,0.655,3.998
0.3,-0.9,-1.4,-19.555,0.627,3.952
0.3,-0.9,-1.3,-17.974,0.628,3.875
0.3,-0.9,-1.2,-16.452,0.633,3.884
0.3,-0.9,-1.1,-14.952,0.64,3.885
0.3,-0.9,-1.0,-13.432,0.635,3.887
0.3,-0.9,-0.9,-11.878,0.564,3.8939999999999997
0.3,-0.9,-0.8,-10.317,0.612,3.8939999999999997
0.3,-0.9,-0.7,-8.776,0.61,3.892
0.3,-0.9,-0.6,-7.188,0.569,3.948
0.3,-0.9,-0.5,-5.667000000000001,0.55,3.908
0.3,-0.9,-0.4,-4.098,0.561,3.8960000000000004
0.3,-0.9,-0.3,-2.576,0.6,3.905
0.3,-0.9,-0.2,-0.968,0.591,3.9
0.3,-0.9,-0.1,0.635,0.586,3.937
0.3,-0.9,0.0,2.138,0.57,3.889
0.3,-0.9,0.1,3.69,0.55,3.8760000000000003
0.3,-0.9,0.2,5.228,0.535,3.853
0.3,-0.9,0.3,6.766,0.539,3.853
0.3,-0.9,0.4,8.377,0.574,3.78
0.3,-0.9,0.5,9.884,0.5529999999999999,3.785
0.3,-0.9,0.6,11.432,0.508,3.728
0.3,-0.9,0.7,12.987,0.532,3.702
0.3,-0.9,0.8,14.509,0.528,3.673
0.3,-0.9,0.9,16.023,0.524,3.678
0.3,-0.9,1.0,17.555,0.47100000000000003,3.612
0.3,-0.9,1.1,19.11,0.47700000000000004,3.647
0.3,-0.9,1.2,20.629,0.506,3.5410000000000004
0.3,-0.9,1.3,22.12,0.49200000000000005,3.4939999999999998
0.3,-0.9,1.4,23.67,0.47100000000000003,3.5069999999999997
0.3,-0.9,1.5,25.199,0.509,3.4610000000000003
0.3,-0.8,-1.5,-20.916,0.611,3.966
0.3,-0.8,-1.4,-19.484,0.655,3.8819999999999997
0.3,-0.8,-1.3,-17.96,0.654,3.9160000000000004
0.3,-0.8,-1.2,-16.381,0.605,3.865
0.3,-0.8,-1.1,-14.9,0.654,3.928
0.3,-0.8,-1.0,-13.382,0.66,3.9189999999999996
0.3,-0.8,-0.9,-11.829,0.63,3.886
0.3,-0.8,-0.8,-10.294,0.621,3.8810000000000002
0.3,-0.8,-0.7,-8.809,0.575,3.9360000000000004
0.3,-0.8,-0.6,-7.204,0.64,3.925
0.3,-0.8,-0.5,-5.643,0.605,3.8760000000000003
0.3,-0.8,-0.4,-4.077,0.5660000000000001,3.864
0.3,-0.8,-0.3,-2.5610000000000004,0.616,3.873
0.3,-0.8,-0.2,-0.9790000000000001,0.613,3.911
0.3,-0.8,-0.1,0.616,0.5760000000000001,3.884
0.3,-0.8,0.0,2.149,0.569,3.877
0.3,-0.8,0.1,3.697,0.5329999999999999,3.8819999999999997
0.3,-0.8,0.2,5.3,0.569,3.861
0.3,-0.8,0.3,6.809,0.512,3.7739999999999996
0.3,-0.8,0.4,8.388,0.52,3.787
0.3,-0.8,0.5,9.913,0.513,3.7689999999999997
0.3,-0.8,0.6,11.472000000000001,0.565,3.7489999999999997
0.3,-0.8,0.7,13.004000000000001,0.489,3.745
0.3,-0.8,0.8,14.529000000000002,0.51,3.678
0.3,-0.8,0.9,16.107,0.462,3.6710000000000003
0.3,-0.8,1.0,17.611,0.56,3.6310000000000002
0.3,-0.8,1.1,19.143,0.517,3.612
0.3,-0.8,1.2,20.653000000000002,0.493,3.565
0.3,-0.8,1.3,22.178,0.441,3.485
0.3,-0.8,1.4,23.673000000000002,0.49,3.503
0.3,-0.8,1.5,25.215999999999998,0.47600000000000003,3.467
0.3,-0.7,-1.5,-20.929000000000002,0.622,4.005
0.3,-0.7,-1.4,-19.495,0.644,3.89
0.3,-0.7,-1.3,-17.929000000000002,0.608,3.918
0.3,-0.7,-1.2,-16.425,0.643,3.918
0.3,-0.7,-1.1,-14.908,0.644,3.9019999999999997
0.3,-0.7,-1.0,-13.395,0.6459999999999999,3.9130000000000003
0.3,-0.7,-0.9,-11.841,0.63,3.887
0.3,-0.7,-0.8,-10.277000000000001,0.6,3.9010000000000002
0.3,-0.7,-0.7,-8.715,0.599,3.965
0.3,-0.7,-0.6,-7.146,0.617,3.938
0.3,-0.7,-0.5,-5.622999999999999,0.59,3.898
0.3,-0.7,-0.4,-4.063,0.5760000000000001,3.935
0.3,-0.7,-0.3,-2.528,0.569,3.938
0.3,-0.7,-0.2,-0.992,0.601,3.906
0.3,-0.7,-0.1,0.596,0.5820000000000001,3.92
0.3,-0.7,0.0,2.1590000000000003,0.5489999999999999,3.855
0.3,-0.7,0.1,3.678,0.5489999999999999,3.8710000000000004
0.3,-0.7,0.2,5.256,0.5820000000000001,3.8139999999999996
0.3,-0.7,0.3,6.813,0.523,3.815
0.3,-0.7,0.4,8.347999999999999,0.593,3.8089999999999997
0.3,-0.7,0.5,9.927,0.589,3.803
0.3,-0.7,0.6,11.485999999999999,0.528,3.782
0.3,-0.7,0.7,12.995,0.5670000000000001,3.7289999999999996
0.3,-0.7,0.8,14.544,0.527,3.685
0.3,-0.7,0.9,16.066,0.557,3.705
0.3,-0.7,1.0,17.572,0.506,3.6
0.3,-0.7,1.1,19.125999999999998,0.498,3.6010000000000004
0.3,-0.7,1.2,20.676,0.495,3.59
0.3,-0.7,1.3,22.173000000000002,0.49700000000000005,3.492
0.3,-0.7,1.4,23.697,0.483,3.535
0.3,-0.7,1.5,25.193,0.444,3.4960000000000004
0.3,-0.6,-1.5,-20.98,0.6659999999999999,4.016
0.3,-0.6,-1.4,-19.46,0.6629999999999999,3.8689999999999998
0.3,-0.6,-1.3,-17.93,0.69,3.918
0.3,-0.6,-1.2,-16.435,0.6579999999999999,3.912
0.3,-0.6,-1.1,-14.888,0.636,3.8819999999999997
0.3,-0.6,-1.0,-13.35,0.638,3.92
0.3,-0.6,-0.9,-11.834000000000001,0.633,3.971
0.3,-0.6,-0.8,-10.289000000000001,0.613,3.904
0.3,-0.6,-0.7,-8.72,0.602,3.895
0.3,-0.6,-0.6,-7.14,0.562,3.918
0.3,-0.6,-0.5,-5.627000000000001,0.584,3.9539999999999997
0.3,-0.6,-0.4,-4.04,0.59,3.931
0.3,-0.6,-0.3,-2.499,0.5770000000000001,3.9139999999999997
0.3,-0.6,-0.2,-0.946,0.578,3.905
0.3,-0.6,-0.1,0.62,0.5429999999999999,3.944
0.3,-0.6,0.0,2.184,0.574,3.904
0.3,-0.6,0.1,3.7460000000000004,0.591,3.9330000000000003
0.3,-0.6,0.2,5.244,0.5479999999999999,3.842
0.3,-0.6,0.3,6.837000000000001,0.56,3.8489999999999998
0.3,-0.6,0.4,8.35,0.56,3.7939999999999996
0.3,-0.6,0.5,9.922,0.555,3.839
0.3,-0.6,0.6,11.44,0.565,3.7680000000000002
0.3,-0.6,0.7,13.012,0.522,3.739
0.3,-0.6,0.8,14.53,0.503,3.71
0.3,-0.6,0.9,16.087,0.539,3.699
0.3,-0.6,1.0,17.649,0.457,3.64
0.3,-0.6,1.1,19.166,0.5539999999999999,3.6310000000000002
0.3,-0.6,1.2,20.648000000000003,0.5329999999999999,3.537
0.3,-0.6,1.3,22.136999999999997,0.484,3.5580000000000003
0.3,-0.6,1.4,23.68,0.508,3.508
0.3,-0.6,1.5,25.219,0.491,3.4810000000000003
0.3,-0.5,-1.5,-20.919,0.633,4.011
0.3,-0.5,-1.4,-19.487000000000002,0.6559999999999999,3.9410000000000003
0.3,-0.5,-1.3,-17.945999999999998,0.609,3.958
0.3,-0.5,-1.2,-16.419,0.6559999999999999,3.95
0.3,-0.5,-1.1,-14.866,0.6679999999999999,3.937
0.3,-0.5,-1.0,-13.364,0.627,3.9139999999999997
0.3,-0.5,-0.9,-11.806,0.574,3.9160000000000004
0.3,-0.5,-0.8,-10.265999999999998,0.628,3.95
0.3,-0.5,-0.7,-8.734,0.615,3.937
0.3,-0.5,-0.6,-7.191,0.612,3.9610000000000003
0.3,-0.5,-0.5,-5.64,0.583,3.924
0.3,-0.5,-0.4,-4.012,0.6,3.9419999999999997
0.3,-0.5,-0.3,-2.533,0.589,3.949
0.3,-0.5,-0.2,-0.9209999999999999,0.625,3.912
0.3,-0.5,-0.1,0.638,0.574,3.94
0.3,-0.5,0.0,2.1390000000000002,0.583,3.9160000000000004
0.3,-0.5,0.1,3.739,0.55,3.91
0.3,-0.5,0.2,5.249,0.579,3.898
0.3,-0.5,0.3,6.8420000000000005,0.562,3.821
0.3,-0.5,0.4,8.413,0.562,3.806
0.3,-0.5,0.5,9.885,0.569,3.8289999999999997
0.3,-0.5,0.6,11.479000000000001,0.537,3.77
0.3,-0.5,0.7,13.04,0.561,3.736
0.3,-0.5,0.8,14.532,0.5379999999999999,3.7110000000000003
0.3,-0.5,0.9,16.112000000000002,0.535,3.688
0.3,-0.5,1.0,17.645,0.512,3.699
0.3,-0.5,1.1,19.180999999999997,0.504,3.62
0.3,-0.5,1.2,20.67,0.505,3.56
0.3,-0.5,1.3,22.201,0.48100000000000004,3.6039999999999996
0.3,-0.5,1.4,23.726999999999997,0.531,3.512
0.3,-0.5,1.5,25.273000000000003,0.502,3.4339999999999997
0.3,-0.4,-1.5,-20.963,0.7020000000000001,4.015
0.3,-0.4,-1.4,-19.469,0.662,3.943
0.3,-0.4,-1.3,-17.902,0.6629999999999999,3.931
0.3,-0.4,-1.2,-16.39,0.611,3.93
0.3,-0.4,-1.1,-14.884,0.68,3.884
0.3,-0.4,-1.0,-13.341,0.604,3.9160000000000004
0.3,-0.4,-0.9,-11.811,0.594,3.978
0.3,-0.4,-0.8,-10.224,0.6609999999999999,3.9760000000000004
0.3,-0.4,-0.7,-8.716000000000001,0.595,3.946
0.3,-0.4,-0.6,-7.156000000000001,0.612,3.951
0.3,-0.4,-0.5,-5.608,0.583,3.958
0.3,-0.4,-0.4,-4.042,0.598,3.965
0.3,-0.4,-0.3,-2.477,0.5660000000000001,3.951
0.3,-0.4,-0.2,-0.9179999999999999,0.589,3.923
0.3,-0.4,-0.1,0.627,0.57,3.9539999999999997
0.3,-0.4,0.0,2.176,0.608,3.904
0.3,-0.4,0.1,3.728,0.528,3.923
0.3,-0.4,0.2,5.297000000000001,0.5379999999999999,3.892
0.3,-0.4,0.3,6.837000000000001,0.546,3.841
0.3,-0.4,0.4,8.399,0.5770000000000001,3.8480000000000003
0.3,-0.4,0.5,9.952,0.516,3.8160000000000003
0.3,-0.4,0.6,11.508,0.526,3.7460000000000004
0.3,-0.4,0.7,13.065,0.485,3.753
0.3,-0.4,0.8,14.572000000000001,0.5429999999999999,3.719
0.3,-0.4,0.9,16.14,0.49,3.71
0.3,-0.4,1.0,17.643,0.48100000000000004,3.6510000000000002
0.3,-0.4,1.1,19.177,0.473,3.617
0.3,-0.4,1.2,20.708000000000002,0.486,3.569
0.3,-0.4,1.3,22.180999999999997,0.44799999999999995,3.542
0.3,-0.4,1.4,23.71,0.44799999999999995,3.522
0.3,-0.4,1.5,25.272,0.48,3.522
0.3,-0.3,-1.5,-20.913,0.6729999999999999,4.023
0.3,-0.3,-1.4,-19.439,0.642,3.983
0.3,-0.3,-1.3,-17.882,0.62,3.928
0.3,-0.3,-1.2,-16.422,0.63,3.947
0.3,-0.3,-1.1,-14.821,0.5920000000000001,3.9760000000000004
0.3,-0.3,-1.0,-13.343,0.627,3.952
0.3,-0.3,-0.9,-11.745999999999999,0.5770000000000001,3.9939999999999998
0.3,-0.3,-0.8,-10.282,0.648,3.898
0.3,-0.3,-0.7,-8.677,0.5770000000000001,3.987
0.3,-0.3,-0.6,-7.1370000000000005,0.563,3.92
0.3,-0.3,-0.5,-5.568,0.573,4.0280000000000005
0.3,-0.3,-0.4,-4.007,0.615,3.97
0.3,-0.3,-0.3,-2.452,0.51,3.952
0.3,-0.3,-0.2,-0.855,0.5579999999999999,3.989
0.3,-0.3,-0.1,0.62,0.5670000000000001,3.98
0.3,-0.3,0.0,2.181,0.551,3.9539999999999997
0.3,-0.3,0.1,3.753,0.605,3.9410000000000003
0.3,-0.3,0.2,5.332999999999999,0.565,3.9189999999999996
0.3,-0.3,0.3,6.867999999999999,0.5670000000000001,3.907
0.3,-0.3,0.4,8.404,0.57,3.924
0.3,-0.3,0.5,10.01,0.521,3.838
0.3,-0.3,0.6,11.527000000000001,0.525,3.804
0.3,-0.3,0.7,13.095,0.515,3.747
0.3,-0.3,0.8,14.579,0.55,3.7889999999999997
0.3,-0.3,0.9,16.142,0.469,3.71
0.3,-0.3,1.0,17.657,0.508,3.68
0.3,-0.3,1.1,19.213,0.535,3.625
0.3,-0.3,1.2,20.715,0.49,3.612
0.3,-0.3,1.3,22.21,0.49700000000000005,3.5860000000000003
0.3,-0.3,1.4,23.691999999999997,0.526,3.5180000000000002
0.3,-0.3,1.5,25.285999999999998,0.45,3.5039999999999996
0.3,-0.2,-1.5,-20.873,0.644,4.052
0.3,-0.2,-1.4,-19.41,0.674,3.99
0.3,-0.2,-1.3,-17.858,0.644,3.9730000000000003
0.3,-0.2,-1.2,-16.383,0.652,3.987
0.3,-0.2,-1.1,-14.829,0.607,3.928
0.3,-0.2,-1.0,-13.305,0.591,3.958
0.3,-0.2,-0.9,-11.737,0.638,4.001
0.3,-0.2,-0.8,-10.207,0.556,3.8930000000000002
0.3,-0.2,-0.7,-8.669,0.648,3.977
0.3,-0.2,-0.6,-7.098,0.63,4.053999999999999
0.3,-0.2,-0.5,-5.55,0.618,3.99
0.3,-0.2,-0.4,-3.98,0.623,3.997
0.3,-0.2,-0.3,-2.4219999999999997,0.599,4.013
0.3,-0.2,-0.2,-0.875,0.575,4.012
0.3,-0.2,-0.1,0.667,0.588,3.989
0.3,-0.2,0.0,2.249,0.5660000000000001,3.967
0.3,-0.2,0.1,3.7680000000000002,0.5660000000000001,3.951
0.3,-0.2,0.2,5.374,0.583,3.9410000000000003
0.3,-0.2,0.3,6.881,0.565,3.9189999999999996
0.3,-0.2,0.4,8.435,0.545,3.9019999999999997
0.3,-0.2,0.5,10.005,0.555,3.832
0.3,-0.2,0.6,11.547,0.52,3.83
0.3,-0.2,0.7,13.071,0.507,3.827
0.3,-0.2,0.8,14.599,0.526,3.781
0.3,-0.2,0.9,16.177,0.493,3.755
0.3,-0.2,1.0,17.689,0.528,3.6860000000000004
0.3,-0.2,1.1,19.221,0.491,3.6889999999999996
0.3,-0.2,1.2,20.749000000000002,0.43200000000000005,3.698
0.3,-0.2,1.3,22.285,0.498,3.637
0.3,-0.2,1.4,23.807,0.5710000000000001,3.565
0.3,-0.2,1.5,25.288,0.541,3.537
0.3,-0.1,-1.5,-20.865,0.649,4.1339999999999995
0.3,-0.1,-1.4,-19.424,0.631,4.024
0.3,-0.1,-1.3,-17.833,0.648,4.008
0.3,-0.1,-1.2,-16.349,0.639,4.037
0.3,-0.1,-1.1,-14.808,0.672,4.02
0.3,-0.1,-1.0,-13.267999999999999,0.626,3.9939999999999998
0.3,-0.1,-0.9,-11.709000000000001,0.632,4.0169999999999995
0.3,-0.1,-0.8,-10.166,0.614,4.013999999999999
0.3,-0.1,-0.7,-8.633,0.626,3.984
0.3,-0.1,-0.6,-7.093,0.602,4.011
0.3,-0.1,-0.5,-5.577000000000001,0.613,4.018
0.3,-0.1,-0.4,-3.989,0.595,4.035
0.3,-0.1,-0.3,-2.404,0.5870000000000001,4.0169999999999995
0.3,-0.1,-0.2,-0.907,0.5760000000000001,4.042
0.3,-0.1,-0.1,0.6970000000000001,0.564,4.026
0.3,-0.1,0.0,2.205,0.544,3.947
0.3,-0.1,0.1,3.742,0.539,3.947
0.3,-0.1,0.2,5.36,0.564,3.923
0.3,-0.1,0.3,6.912000000000001,0.575,3.903
0.3,-0.1,0.4,8.488,0.579,3.905
0.3,-0.1,0.5,10.023,0.5429999999999999,3.883
0.3,-0.1,0.6,11.554,0.5589999999999999,3.826
0.3,-0.1,0.7,13.107000000000001,0.546,3.832
0.3,-0.1,0.8,14.664000000000001,0.511,3.845
0.3,-0.1,0.9,16.176,0.53,3.795
0.3,-0.1,1.0,17.721,0.5379999999999999,3.75
0.3,-0.1,1.1,19.26,0.517,3.673
0.3,-0.1,1.2,20.801,0.496,3.7119999999999997
0.3,-0.1,1.3,22.305999999999997,0.45,3.63
0.3,-0.1,1.4,23.822,0.493,3.6319999999999997
0.3,-0.1,1.5,25.334,0.428,3.5460000000000003
0.3,-0.0,-1.5,-20.896,0.623,4.147
0.3,-0.0,-1.4,-19.404,0.665,4.0089999999999995
0.3,-0.0,-1.3,-17.842,0.624,4.044
0.3,-0.0,-1.2,-16.369,0.632,3.9789999999999996
0.3,-0.0,-1.1,-14.79,0.6509999999999999,4.007
0.3,-0.0,-1.0,-13.277000000000001,0.612,4.031000000000001
0.3,-0.0,-0.9,-11.729000000000001,0.669,4.053
0.3,-0.0,-0.8,-10.166,0.564,4.051
0.3,-0.0,-0.7,-8.629,0.586,4.033
0.3,-0.0,-0.6,-7.109,0.632,4.029
0.3,-0.0,-0.5,-5.568,0.665,4.0569999999999995
0.3,-0.0,-0.4,-4.001,0.613,4.041
0.3,-0.0,-0.3,-2.439,0.58,4.088
0.3,-0.0,-0.2,-0.8740000000000001,0.5539999999999999,4.056
0.3,-0.0,-0.1,0.6859999999999999,0.512,3.987
